"fecha","GSPC"
1943-01-01,10.089
1943-02-01,10.6783333333333
1943-03-01,11.0652173913043
1943-04-01,11.4509523809524
1943-05-01,11.894
1943-06-01,12.085
1943-07-01,12.3609523809524
1943-08-01,11.7390909090909
1943-09-01,11.9861904761905
1943-10-01,11.869
1943-11-01,11.3321052631579
1943-12-01,11.4804347826087
1944-01-01,11.8480952380952
1944-02-01,11.7665
1944-03-01,12.0960869565217
1944-04-01,11.8784210526316
1944-05-01,12.1009090909091
1944-06-01,12.6781818181818
1944-07-01,13.008
1944-08-01,12.82
1944-09-01,12.597
1944-10-01,12.8952380952381
1944-11-01,12.822
1944-12-01,13.085
1945-01-01,13.4854545454545
1945-02-01,13.9461111111111
1945-03-01,13.9371428571429
1945-04-01,14.2657142857143
1945-05-01,14.8136363636364
1945-06-01,15.0866666666667
1945-07-01,14.7814285714286
1945-08-01,14.8257142857143
1945-09-01,15.8357894736842
1945-10-01,16.4936360909091
1945-11-01,17.0400003684211
1945-12-01,17.3194738947368
1946-01-01,18.0413636818182
1946-02-01,17.9844445
1946-03-01,17.521904952381
1946-04-01,18.6514285238095
1946-05-01,18.7122727727273
1946-06-01,18.5804999
1946-07-01,18.0536363636364
1946-08-01,17.7027272727273
1946-09-01,15.067
1946-10-01,14.7473913043478
1946-11-01,14.6677777777778
1946-12-01,15.1209523809524
1947-01-01,15.2159090909091
1947-02-01,15.7805262631579
1947-03-01,15.1561904761905
1947-04-01,14.6019047619048
1947-05-01,14.3228571428571
1947-06-01,14.8428571428571
1947-07-01,15.7677273181818
1947-08-01,15.4566666666667
1947-09-01,15.0633333333333
1947-10-01,15.4495454545455
1947-11-01,15.2705882352941
1947-12-01,15.0318181818182
1948-01-01,14.832380952381
1948-02-01,14.0966666666667
1948-03-01,14.2845454545455
1948-04-01,15.3990909090909
1948-05-01,16.1715001
1948-06-01,16.8245454090909
1948-07-01,16.4214285714286
1948-08-01,15.9395455909091
1948-09-01,15.757619047619
1948-10-01,16.18700015
1948-11-01,15.3068421052632
1948-12-01,15.1834782608696
1949-01-01,15.3247619047619
1949-02-01,14.7815789473684
1949-03-01,14.9108695652174
1949-04-01,14.89
1949-05-01,14.7666666666667
1949-06-01,13.9668181818182
1949-07-01,14.762
1949-08-01,15.2878260869565
1949-09-01,15.4866666666667
1949-10-01,15.895
1949-11-01,16.098421
1949-12-01,16.5395237619048
1950-01-01,16.8757143809524
1950-02-01,17.1927777222222
1950-03-01,17.346522
1950-04-01,17.8452630526316
1950-05-01,18.4345455909091
1950-06-01,18.7368182272727
1950-07-01,17.38400015
1950-08-01,18.433043826087
1950-09-01,19.0845002
1950-10-01,19.8595238571429
1950-11-01,19.79850005
1950-12-01,19.74549975
1951-01-01,21.2045456818182
1951-02-01,21.978889
1951-03-01,21.6176192857143
1951-04-01,21.8847617619048
1951-05-01,21.9381818181818
1951-06-01,21.5461904285714
1951-07-01,21.9319044761905
1951-08-01,22.8921741304348
1951-09-01,23.4842105789474
1951-10-01,23.3677274090909
1951-11-01,22.7136841578947
1951-12-01,23.42150005
1952-01-01,24.1813635
1952-02-01,23.6989477368421
1952-03-01,23.8100001904762
1952-04-01,23.731905
1952-05-01,23.7328571904762
1952-06-01,24.3809522857143
1952-07-01,25.0795455
1952-08-01,25.1823811904762
1952-09-01,24.781904952381
1952-10-01,24.2559090454545
1952-11-01,25.0294118235294
1952-12-01,26.0395455909091
1953-01-01,26.18
1953-02-01,25.8977778888889
1953-03-01,25.9922728636364
1953-04-01,24.712381047619
1953-05-01,24.8371429047619
1953-06-01,23.9518181363636
1953-07-01,24.2947826086957
1953-08-01,24.3895239047619
1953-09-01,23.2690475714286
1953-10-01,23.9666667142857
1953-11-01,24.5005557222222
1953-12-01,24.8272728181818
1954-01-01,25.4615
1954-02-01,26.0184211052632
1954-03-01,26.5717392608696
1954-04-01,27.6152379047619
1954-05-01,28.7344999
1954-06-01,28.9609091818182
1954-07-01,30.1266667142857
1954-08-01,30.7295454090909
1954-09-01,31.4547620952381
1954-10-01,32.1766663809524
1954-11-01,33.44200045
1954-12-01,35.008182
1955-01-01,35.5961906666667
1955-02-01,36.7910523157895
1955-03-01,36.5008697391304
1955-04-01,37.75499995
1955-05-01,37.6028569047619
1955-06-01,39.8749991818182
1955-07-01,42.69200005
1955-08-01,42.4300001304348
1955-09-01,44.3414284285714
1955-10-01,42.1233337142857
1955-11-01,44.9470003
1955-12-01,45.3904762380952
1956-01-01,44.145238
1956-02-01,44.43000005
1956-03-01,47.487143
1956-04-01,48.051904952381
1956-05-01,46.5372723181818
1956-06-01,46.2685715714286
1956-07-01,48.7780954285714
1956-08-01,48.4613042608696
1956-09-01,46.786842
1956-10-01,46.2430436521739
1956-11-01,45.75850005
1956-12-01,46.4436841578947
1957-01-01,45.4249999545455
1957-02-01,43.4663156842105
1957-03-01,44.0261906190476
1957-04-01,45.0471432380952
1957-05-01,46.7795456363636
1957-06-01,47.599
1957-07-01,48.5168187727273
1957-08-01,45.8349999545455
1957-09-01,44.0104995
1957-10-01,41.2356523043478
1957-11-01,40.3473678947368
1957-12-01,40.3257140952381
1958-01-01,41.1227274545455
1958-02-01,41.2615001
1958-03-01,42.1085711428571
1958-04-01,42.3352380952381
1958-05-01,43.7076189047619
1958-06-01,44.7385715238095
1958-07-01,45.9750002727273
1958-08-01,47.7014288095238
1958-09-01,48.9742855714286
1958-10-01,50.9599998695652
1958-11-01,52.5405558333333
1958-12-01,53.4857138095238
1959-01-01,55.6204764761905
1959-02-01,54.788421
1959-03-01,56.1480947619048
1959-04-01,57.0986355454545
1959-05-01,57.9923811904762
1959-06-01,57.4604546363636
1959-07-01,59.7359089090909
1959-08-01,59.4009522857143
1959-09-01,57.0595238571429
1959-10-01,57.0018178636364
1959-11-01,57.2331577368421
1959-12-01,59.0549998636364
1960-01-01,58.0290003
1960-02-01,55.7749999
1960-03-01,55.0152176086957
1960-04-01,55.6999997
1960-05-01,55.215237952381
1960-06-01,57.2631817272727
1960-07-01,55.8399997
1960-08-01,56.505217173913
1960-09-01,54.8028576666667
1960-10-01,53.7433335714286
1960-11-01,55.4850002
1960-12-01,56.8000000476191
1961-01-01,59.7261906666667
1961-02-01,62.1726312631579
1961-03-01,64.0890903636364
1961-04-01,65.93400015
1961-05-01,66.4990477142857
1961-06-01,65.5750007272727
1961-07-01,65.4384999
1961-08-01,67.7895653478261
1961-09-01,67.22799985
1961-10-01,67.9290906363636
1961-11-01,71.0765
1961-12-01,71.74100075
1962-01-01,69.0677272272727
1962-02-01,70.2215788947368
1962-03-01,70.2918187727273
1962-04-01,68.05749985
1962-05-01,62.9945450454545
1962-06-01,55.6285716666667
1962-07-01,56.9695240952381
1962-08-01,58.5273910434783
1962-09-01,57.9978951052632
1962-10-01,56.168261173913
1962-11-01,60.0434998
1962-12-01,62.61449975
1963-01-01,65.0622719090909
1963-02-01,65.9226315789474
1963-03-01,65.6728572857143
1963-04-01,68.759046952381
1963-05-01,70.1386364090909
1963-06-01,70.10900045
1963-07-01,69.0722725
1963-08-01,70.9804545454545
1963-09-01,72.8494999
1963-10-01,73.0204351304348
1963-11-01,72.6238887777778
1963-12-01,74.1738097619048
1964-01-01,76.4522725909091
1964-02-01,77.3900009473684
1964-03-01,78.7995237619048
1964-04-01,79.9368168181818
1964-05-01,80.73250085
1964-06-01,80.2427267272727
1964-07-01,83.2222723181818
1964-08-01,82.0000000476191
1964-09-01,83.4085715238095
1964-10-01,84.8486369090909
1964-11-01,85.4384218421053
1964-12-01,83.9600005454545
1965-01-01,86.11649965
1965-02-01,86.7468414210526
1965-03-01,86.8339127391304
1965-04-01,87.9666668571429
1965-05-01,89.27949965
1965-06-01,85.0899998181818
1965-07-01,84.9052384761905
1965-08-01,86.4872721363636
1965-09-01,89.3790473809524
1965-10-01,91.3947618095238
1965-11-01,92.14600065
1965-12-01,91.734545
1966-01-01,93.316190047619
1966-02-01,92.6826325263158
1966-03-01,88.8778255217391
1966-04-01,91.5954999
1966-05-01,86.7819046666667
1966-06-01,86.0600002727273
1966-07-01,85.83849955
1966-08-01,80.6508694347826
1966-09-01,77.8147616190476
1966-10-01,77.1290478571429
1966-11-01,80.9944995
1966-12-01,81.3271429047619
1967-01-01,84.4504762380952
1967-02-01,87.3668417894737
1967-03-01,89.4177273181818
1967-04-01,90.9595002
1967-05-01,92.5904546818182
1967-06-01,91.4336370909091
1967-07-01,92.98900035
1967-08-01,94.4939127826087
1967-09-01,95.80899925
1967-10-01,95.6363635909091
1967-11-01,92.6609996
1967-12-01,95.3024997
1968-01-01,95.0377270454545
1968-02-01,90.7747366842105
1968-03-01,89.092856952381
1968-04-01,95.6969997
1968-05-01,97.8654549090909
1968-06-01,100.585294411765
1968-07-01,100.295294294118
1968-08-01,98.1138886111111
1968-09-01,101.339999117647
1968-10-01,103.754999888889
1968-11-01,105.400588058824
1968-12-01,106.475555888889
1969-01-01,102.043182590909
1969-02-01,101.458888555556
1969-03-01,99.3044994
1969-04-01,101.262856666667
1969-05-01,104.621904904762
1969-06-01,99.1171428095238
1969-07-01,94.7119046190476
1969-08-01,94.1833328571429
1969-09-01,94.5061903333333
1969-10-01,95.5147824782609
1969-11-01,96.2052633157895
1969-12-01,91.1199999545454
1970-01-01,90.3328570952381
1970-02-01,87.1642110526316
1970-03-01,88.6523811428571
1970-04-01,85.9522715909091
1970-05-01,76.061428952381
1970-06-01,75.5836361363636
1970-07-01,75.7186365909091
1970-08-01,77.9276185238095
1970-09-01,82.3738107142857
1970-10-01,84.3700000454545
1970-11-01,84.29099995
1970-12-01,90.0527280909091
1971-01-01,93.4915
1971-02-01,97.1121050526316
1971-03-01,99.6013044347826
1971-04-01,103.04952347619
1971-05-01,101.64250035
1971-06-01,99.6663631363636
1971-07-01,98.9757142380952
1971-08-01,97.2404549545455
1971-09-01,99.3961900952381
1971-10-01,97.2938090952381
1971-11-01,92.7795247142857
1971-12-01,99.1690905454546
1972-01-01,103.298570904762
1972-02-01,105.2429996
1972-03-01,107.690453909091
1972-04-01,108.8110004
1972-05-01,107.645454363636
1972-06-01,108.010455090909
1972-07-01,107.20699955
1972-08-01,111.007391913043
1972-09-01,109.3895012
1972-10-01,109.562727136364
1972-11-01,115.0469997
1972-12-01,117.497368736842
1973-01-01,118.421905047619
